"Figure 2. Southwestern U.S. Lands Under Drought Conditions, 2000-2023",,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,
"Data source: National Drought Mitigation Center, 2024",,,,,,,
Web update: December 2024,,,,,,,
Units: percent of land area,,,,,,,
,,,,,,,
Month,Day,Year,D0 Abnormally dry,D1 Moderate drought,D2 Severe drought,D3 Extreme drought,D4 Exceptional drought
8,28,2007,12.57578915,11.09551773,36.79663351,14.25677755,0
8,21,2007,13.29430266,11.14504638,36.79194873,14.26146233,0
8,14,2007,10.01212146,15.90610365,36.85882532,14.49471481,0
8,7,2007,9.95242597,16.6552312,36.75432644,14.42376223,0
7,31,2007,10.78692014,11.49962093,43.01450631,14.42376223,0
7,24,2007,10.86437569,13.22568339,41.21834325,14.42376223,0
7,17,2007,10.71095413,24.96043034,29.06896305,14.42376223,0
7,10,2007,10.5233491,24.96043034,29.06662066,14.42376223,0
7,3,2007,10.34043134,29.74691667,25.01098079,13.69291578,0
6,26,2007,10.52286395,28.87194542,26.28049097,12.42574798,0
6,19,2007,10.57773882,28.87194542,27.02520899,11.67868758,0
6,12,2007,9.005114476,32.86073841,23.01120125,11.70466248,0
6,5,2007,9.052779428,32.86222794,23.00885886,11.70466248,0
5,29,2007,9.052779428,32.86222794,23.00885886,11.70466248,0
5,22,2007,8.887068019,33.02486759,23.01120125,11.70232009,0
5,15,2007,9.772324945,33.2866208,23.21030426,10.35778917,0
5,8,2007,10.52423161,34.52954321,20.23018255,10.35778917,0
5,1,2007,11.10663775,34.53103274,20.23018255,10.35778917,0
4,24,2007,11.55683343,34.99025113,20.11234395,10.35778917,0
4,17,2007,10.19088712,36.28113423,21.23053961,10.35778917,0
4,10,2007,11.66247112,41.84865099,16.04256431,8.542982122,0
4,3,2007,15.59099502,39.13351169,14.24775316,8.542982122,0
3,27,2007,12.80284116,38.70466178,14.46998655,8.542982122,0
3,20,2007,33.51835328,18.27558408,12.59356042,8.521900626,0
3,13,2007,31.53992073,17.94476874,11.70936188,8.521900626,0
3,6,2007,33.55532822,18.0930805,15.37632687,0,0
2,27,2007,34.5067897,17.14177668,15.37632687,0,0
2,20,2007,34.51002247,19.69493452,15.84743567,0.00148953,0
2,13,2007,34.04139875,17.85396331,15.86851717,0.00148953,0
2,6,2007,33.6496319,18.0021018,14.58020357,0.00148953,0
1,30,2007,27.0070488,20.98399691,11.59433494,0.00148953,0
1,23,2007,24.69956222,18.71318742,10.38800493,0.00148953,0
1,16,2007,27.66790574,16.31982912,6.057711158,0.49409268,0
1,9,2007,30.24027727,16.31982912,6.057711158,0.49409268,0
1,2,2007,26.92764346,18.77273357,3.593765193,0.49409268,0
12,26,2006,33.87965753,15.04037404,3.593765193,0.49409268,0
12,19,2006,34.19394831,15.20720137,4.320655717,0.49409268,0
12,12,2006,29.9585871,12.59400048,4.320655717,0.49409268,0
12,5,2006,28.07165699,11.58311656,4.320655717,0.49409268,0
11,28,2006,18.86164237,11.1294899,4.347467253,0.498561269,0
11,21,2006,18.63748408,10.99819105,4.289375592,0.498561269,0
11,14,2006,17.02568733,10.99819105,4.289375592,0.498561269,0
11,7,2006,17.02568733,10.99819105,4.289375592,0.498561269,0
10,31,2006,17.134423,11.55527519,4.289375592,0.498561269,0
10,24,2006,18.65351811,12.21596367,4.55302236,0.498561269,0
10,17,2006,18.65351811,12.21596367,4.55302236,0.498561269,0
10,10,2006,18.51765959,12.21596367,4.55302236,0.497071739,0
10,3,2006,22.52444851,13.82112022,4.971899124,1.190304649,0
9,26,2006,22.55916351,13.82112022,4.971899124,1.190304649,0
9,19,2006,18.09332335,18.40228375,4.878058749,1.190304649,0
9,12,2006,16.99025166,18.87223711,7.123310338,2.2709207,0
9,5,2006,16.94867556,19.09853786,9.726414262,2.344321831,0
8,29,2006,16.16489219,19.83972257,9.21804029,2.344321831,0
8,22,2006,15.11592824,21.73695991,9.027197348,2.535164774,0
8,15,2006,14.450129,22.4727175,11.7204462,3.105496038,0
8,8,2006,15.45053406,20.73860401,13.43849001,3.689442818,0
8,1,2006,10.93418996,22.97014365,14.85216021,4.415708963,0.241408166
7,25,2006,5.982814544,17.8248542,20.61687899,8.27458939,1.072200424
7,18,2006,5.982814544,17.84076355,20.60245917,8.27458939,1.072200424
7,11,2006,6.325673017,20.2947583,18.48227775,7.929018485,1.072200424
7,4,2006,6.148052653,10.11011735,18.13695482,16.88303338,2.775000215
6,27,2006,6.039515181,9.394473483,17.39807734,18.39368091,3.187677688
6,20,2006,8.23560064,6.647693028,16.29297272,19.875578,2.810885212
6,13,2006,8.23560064,6.647693028,16.29297272,19.875578,2.810885212
6,6,2006,9.305919312,6.046847953,17.73778653,18.08188315,2.85818845
5,30,2006,11.34908816,8.57383644,13.4980301,17.75418661,2.85818845
5,23,2006,8.650287205,9.532887937,12.17757884,17.2800028,2.85818845
5,16,2006,9.304360181,9.191575687,12.41093781,16.30082191,2.85818845
5,9,2006,9.665628314,9.580952152,11.77686631,16.5180621,2.520543245
5,2,2006,9.585493004,10.45708529,19.23481605,8.343028055,2.520543245
4,25,2006,8.474379756,11.04489847,20.04294137,9.884150061,0
4,18,2006,9.401311964,11.50895345,18.56110549,9.868991784,0
4,11,2006,9.352157481,12.88042323,18.64592215,8.414445236,0
4,4,2006,9.003895051,14.48961789,17.13099185,8.485409923,0
3,28,2006,12.50659791,11.7204497,17.13099185,8.485409923,0
3,21,2006,14.46006561,11.03135904,17.13099185,8.485409923,0
3,14,2006,14.27064334,10.82136718,17.53116614,8.485409923,0
3,7,2006,17.34005134,11.6990506,13.74892247,11.3501202,0
2,28,2006,18.20955515,16.23808562,14.00688818,6.372311609,0
2,21,2006,16.37661575,15.55876413,13.52770413,6.372311609,0
2,14,2006,16.00578177,18.38109166,9.861877002,6.372311609,0
2,7,2006,15.55548649,18.44996135,9.776622479,6.372311609,0
1,31,2006,16.96217631,19.36349874,9.449407445,1.278810826,0
1,24,2006,19.14330148,15.89412588,8.402975511,0,0
1,17,2006,18.87566572,20.25068033,3.724432987,0,0
1,10,2006,26.86415827,14.25075315,1.583833306,0,0
1,3,2006,30.24624409,11.4598563,0,0,0
12,27,2005,29.50276138,8.357015245,0,0,0
12,20,2005,29.87706813,8.357015245,0,0,0
12,13,2005,30.97274696,8.11865056,0,0,0
12,6,2005,27.81910778,6.620179956,0,0,0
11,29,2005,31.27018356,6.63583895,0,0,0
11,22,2005,24.93634005,5.736316743,0,0,0
11,15,2005,24.93634005,5.736316743,0,0,0
11,8,2005,24.93634005,5.736316743,0,0,0
11,1,2005,24.95507916,5.736316743,0,0,0
10,25,2005,23.7823945,5.736316743,0,0,0
10,18,2005,20.91055433,5.736316743,0,0,0
10,11,2005,20.67260185,5.980227349,0,0,0
10,4,2005,20.35342869,6.328233482,0.153421566,0,0
9,27,2005,20.28138948,6.810414588,0.153421566,0,0
9,20,2005,20.35485522,6.870182217,0.153421566,0,0
9,13,2005,20.56916665,6.893524837,0.153421566,0,0
9,6,2005,20.56916665,6.893524837,0.153421566,0,0
8,30,2005,20.89593135,6.893524837,0.153421566,0,0
8,23,2005,20.35001006,6.893524837,0.153421566,0,0
8,16,2005,21.02306892,9.299310999,0.153421566,0,0
8,9,2005,30.06726125,10.74206712,0.174274982,0,0
8,2,2005,32.43871384,11.80872162,0.174274982,0,0
7,26,2005,32.42281553,9.222485183,0.174274982,0,0
7,19,2005,20.28482809,7.607767609,0.174274982,0,0
7,12,2005,20.2803595,7.607767609,0.174274982,0,0
7,5,2005,20.35662842,7.607767609,0.174274982,0,0
6,28,2005,14.32810072,7.862477198,0.174274982,0,0
6,21,2005,13.87577461,8.127613496,0.174274982,0,0
6,14,2005,14.11662189,8.127613496,0.174274982,0,0
6,7,2005,15.88285608,8.145835959,0.174274982,0,0
5,31,2005,17.2693219,6.508243298,0.192149339,0,0
5,24,2005,17.2693219,6.508243298,0.192149339,0,0
5,17,2005,17.14335247,6.573393591,0.192149339,0,0
5,10,2005,18.43231451,7.594866564,1.027434713,0,0
5,3,2005,21.0653556,9.925004021,1.04568664,0,0
4,26,2005,21.63813636,11.98343516,1.309712294,0.001214831,0
4,19,2005,22.45885496,13.58061479,1.852331141,0.029155942,0.001214831
4,12,2005,22.87402515,15.62851752,4.393263088,0.029155942,0.001214831
4,5,2005,26.9744827,20.19179894,6.183592778,0.351366926,0
3,29,2005,27.8254629,20.78461653,7.054719964,0.458639441,0
3,22,2005,29.37225335,22.35745814,8.262362021,0.641711513,0.032800434
3,15,2005,29.954569,22.35745814,8.262362021,0.641711513,0.032800434
3,8,2005,29.68326964,21.72453639,8.267412505,1.06286736,0.004859324
3,1,2005,30.28600268,21.70579728,8.267412505,1.06286736,0.004859324
2,22,2005,30.81211053,23.75348891,8.081027964,2.595380188,0.004859324
2,15,2005,29.55275569,23.62321551,9.114408232,2.595380188,0.004859324
2,8,2005,21.16024316,28.03219058,13.29519932,3.63278385,0.004859324
2,1,2005,20.26481027,26.92985313,16.42282911,4.36789907,0.002429662
1,25,2005,19.9732242,27.71361612,16.43088138,4.614726403,0.002429662
1,18,2005,19.86436499,27.71361612,16.43088138,4.614726403,0.002429662
1,11,2005,21.1740709,28.1881328,16.62178116,5.388980221,0.065600869
1,4,2005,18.47032082,27.25197934,19.20730899,9.919050839,0.089897487
12,28,2004,18.72015271,28.86695304,21.64464272,12.31258502,0.089897487
12,21,2004,20.52613414,28.07641923,22.55698073,12.31258502,0.089897487
12,14,2004,20.42397049,28.06858266,22.6538925,12.32959265,0.089897487
12,7,2004,21.51585571,27.64747074,23.25989547,12.36281941,0.089897487
11,30,2004,21.38063806,26.82372762,24.25928918,12.36281941,0.089897487
11,23,2004,17.35305416,27.6976751,22.78759652,17.58771249,0.089897487
11,16,2004,16.7298459,28.04885125,22.56984959,18.07912266,0.089897487
11,9,2004,18.40151888,26.77237094,23.78587155,18.29497755,0.089897487
11,2,2004,18.82559819,22.40947951,27.08012976,19.51220177,0.089897487
10,26,2004,16.5982076,24.41617239,27.26850672,19.48618355,0.089897487
10,19,2004,14.43149836,21.91887022,28.0501031,24.68760405,0.182224636
10,12,2004,14.75796698,22.65170268,28.76088015,24.68760405,0.182224636
10,5,2004,14.69157563,21.8908582,31.10369651,23.68586216,0.182224636
9,28,2004,15.62709691,21.9712928,31.11263369,23.68586216,0.182224636
9,21,2004,16.43999445,22.25451801,31.11412322,23.68586216,0.182224636
9,14,2004,16.21613703,22.4988009,28.68775344,26.11223193,0.182224636
9,7,2004,15.95233862,22.18624872,28.92998782,26.0952243,0.199232268
8,31,2004,15.89087275,21.95835066,28.6026183,26.65212301,0.199232268
8,24,2004,14.34216867,22.46137935,28.53888199,26.65212301,0.199232268
8,17,2004,15.80642897,23.12040367,28.37658337,26.91081955,0.235677196
8,10,2004,14.94929307,22.82543143,31.96520978,25.27771333,0.235677196
8,3,2004,15.02132895,22.91013272,34.26457741,22.74114091,0.235677196
7,27,2004,15.95944753,22.83112866,33.43361556,22.74114091,0.235677196
7,20,2004,13.76237005,24.02586518,36.36230526,22.14236277,0.235677196
7,13,2004,13.83501852,24.55289458,35.76670967,22.14236277,0.235677196
7,6,2004,14.55667032,27.41539988,32.39462568,21.92532035,0.235677196
6,29,2004,14.89407177,27.56913355,31.94764379,21.92680988,0.235677196
6,22,2004,11.20827927,28.74654449,33.50025976,22.10848408,0.235677196
6,15,2004,13.73939364,26.1959567,31.65674099,24.03444607,0.235677196
6,8,2004,14.13631327,25.88129992,31.56219793,24.04551145,0.235677196
6,1,2004,14.47219738,26.22624089,30.67250552,24.08451199,0.235677196
5,25,2004,15.49589418,25.34317773,30.87903081,24.08451199,0.235677196
5,18,2004,15.79058587,26.39700325,33.08875515,20.24526235,0.286700094
5,11,2004,15.79058587,26.39700325,33.08875515,20.27684795,0.25511449
5,4,2004,15.81729271,26.39700325,33.08875515,20.29021109,0.24175135
4,27,2004,18.39157752,21.31549385,32.36997337,20.60809867,0.24175135
4,20,2004,18.26586967,20.34931362,31.58745768,22.10060749,0.24175135
4,13,2004,18.26586967,20.34931362,31.58745768,22.10060749,0.24175135
4,6,2004,12.21189419,17.92619641,31.81965537,22.94298836,0.28184077
3,30,2004,8.075130073,15.18115894,27.64950043,28.58732841,5.802396178
3,23,2004,5.22912821,15.98741298,28.00635529,27.4242195,5.802396178
3,16,2004,8.051787109,13.57884335,28.23783325,26.77865228,5.802396178
3,9,2004,8.051787109,13.49358883,28.30884773,26.79447454,5.802396178
3,2,2004,8.929338416,13.42614582,28.21452364,25.60098234,6.285106334
2,24,2004,8.918332947,9.581460854,27.2527426,29.12890484,8.372504915
2,17,2004,9.656185282,9.581460854,27.2527426,29.12890484,8.372504915
2,10,2004,10.2728506,8.990117538,26.98286859,29.37467167,8.372504915
2,3,2004,10.31969837,8.996958995,26.34387549,30.03182942,8.372504915
1,27,2004,11.08228438,9.599840893,24.94103306,30.08958138,8.350637959
1,20,2004,8.887057444,11.32203506,25.55270915,30.56119855,8.066601458
1,13,2004,8.885051843,10.72968064,26.37311324,30.61299427,8.077071696
1,6,2004,9.179973771,10.98396674,24.73887496,30.33691909,8.298073903
12,30,2003,9.489822391,8.780485334,29.40136295,29.65043345,6.784874391
12,23,2003,9.881329664,13.71533886,22.84274199,35.29693068,7.059304002
12,16,2003,10.33924363,14.0766349,22.63580213,36.16096951,5.329238808
12,9,2003,10.98155992,14.62431408,22.48696356,35.5433034,5.243812114
12,2,2003,12.22732396,14.94915245,21.58663646,35.67347497,5.315150006
11,25,2003,11.6535525,14.64224154,21.65970109,36.25165313,4.975952639
11,18,2003,11.5901789,14.76478184,22.25733652,36.0840944,4.865261391
11,11,2003,9.956411343,14.558761,23.08518843,36.63849162,5.005536591
11,4,2003,13.37415241,14.33855344,23.71496736,36.87691791,4.866524731
10,28,2003,16.42390701,15.59880838,24.54625722,37.21948992,4.663978919
10,21,2003,15.27004416,12.05089135,26.65941592,37.17663656,2.57768656
10,14,2003,16.13543054,11.39704738,24.46865271,38.61341181,2.771532544
10,7,2003,6.510728738,11.48272834,27.49958571,36.05127067,2.784348218
9,30,2003,6.675291326,12.0687596,25.28517583,37.04737643,2.998149729
9,23,2003,5.142230374,12.24643332,26.49104192,37.5143212,2.934384507
9,16,2003,5.256056726,12.21228814,26.3773661,37.4681924,2.934152636
9,9,2003,4.786889708,13.02860364,26.01142043,37.54208432,3.211930276
9,2,2003,0.970570848,14.32092783,28.7648823,37.40585884,3.236519222
8,26,2003,2.257130766,12.67058049,28.28093668,37.30003906,3.845898606
8,19,2003,2.252582787,14.27256089,27.67842793,36.34759232,3.793625991
8,12,2003,2.806641825,15.55839893,25.81538236,37.2313247,3.609438754
8,5,2003,2.658390428,17.12544554,24.86273769,36.68692117,3.822790103
7,29,2003,2.797086564,16.83828105,24.03372923,36.94363223,4.42507378
7,22,2003,5.609033667,13.55366609,23.96080577,38.56132417,3.568982697
7,15,2003,7.76330138,12.48298062,24.29433739,38.91113471,1.994986993
7,8,2003,7.213644693,11.86127577,25.82003303,35.01192713,2.121066499
7,1,2003,6.355198716,11.97368402,26.49346547,34.17670419,2.008674271
6,24,2003,5.217752083,14.41029251,24.9427476,34.29526782,2.057125557
6,17,2003,6.430818645,15.0689324,24.63416287,35.21169115,2.016875013
6,10,2003,7.344723069,14.67564571,28.55102462,32.20359909,1.982255201
6,3,2003,6.208680753,15.55130962,28.83468233,33.81183357,0.65722352
5,27,2003,5.656434038,13.99701017,30.35393445,34.13870561,0.615919269
5,20,2003,6.050710952,13.85413708,30.39185524,34.03672864,0.637786225
5,13,2003,3.333708857,23.78375629,22.80509719,34.48723368,0.642645549
5,6,2003,3.53226526,25.28116543,24.33445741,33.09667271,0.004859324
4,29,2003,5.467513401,23.28245884,24.31353648,33.02799167,0
4,22,2003,7.338135119,22.93023649,20.79418638,34.95181936,0
4,15,2003,8.129260687,21.91247102,21.01658236,35.22231729,0
4,8,2003,11.76653775,22.09269971,20.86818092,35.85988103,0.002429662
4,1,2003,12.00260992,21.47299182,21.09289833,35.58854723,0.554770505
3,25,2003,9.172389066,20.84415629,20.74700013,36.49345635,0.603363741
3,18,2003,9.088497334,19.68294934,20.70744446,37.34819437,1.108399586
3,11,2003,10.53202133,17.24181796,22.86216724,37.64616999,1.146608742
3,4,2003,6.624995893,16.31458916,21.14471403,39.48446699,1.130351798
2,25,2003,6.130621432,14.48556421,18.45719579,43.83545975,2.300897261
2,18,2003,5.912805586,13.85026332,19.26203024,44.09439749,2.2836405
2,11,2003,8.343812701,12.93867481,18.68269168,45.58671399,3.137607285
2,4,2003,10.05941072,13.29763888,16.91940232,44.83557832,3.089254548
1,28,2003,9.639666504,12.70486081,16.45629113,45.03703808,3.073342406
1,21,2003,6.191789728,13.39133015,18.34894315,42.88062333,2.811602632
1,14,2003,6.225393553,12.97095238,27.85113013,33.72988117,3.092244168
1,7,2003,6.095017243,14.32627814,30.56620187,30.80553356,3.049648345
12,31,2002,6.40000445,13.67378965,35.10105512,26.42543545,3.069302027
12,24,2002,5.945303747,13.70660999,36.1741668,26.63022369,3.073016708
12,17,2002,8.217031315,14.14649073,36.84995198,26.67387804,3.038805388
12,10,2002,14.13983284,17.1290972,38.15929364,26.36631753,3.004843225
12,3,2002,18.46844073,26.26705249,24.80337334,26.20630319,2.928714824
11,26,2002,18.20621516,26.67754624,23.64097197,27.35154906,2.961892942
11,19,2002,18.1917372,26.51341441,23.70637995,27.22217502,3.064802687
11,12,2002,18.50680513,26.15347445,24.05998931,27.11756537,2.922933541
11,5,2002,7.703613971,26.85717819,30.12446184,31.51136571,3.806335016
10,29,2002,7.089938398,32.14109198,24.66876534,32.24469585,3.85550843
10,22,2002,6.709821003,31.35285803,25.87187846,32.32756311,3.739461621
10,15,2002,7.039726346,31.27199275,25.86418422,32.09912702,3.724969664
10,8,2002,6.966926598,31.09546107,26.47974456,31.68659692,3.767713633
10,1,2002,10.06784272,21.55789053,27.12646473,32.20850861,7.602429619
9,24,2002,8.985401767,20.10753213,28.32792767,32.78661585,8.505840109
9,17,2002,9.046303864,18.75486951,28.47235631,31.44122417,10.93317905
9,10,2002,9.356028006,16.17672263,29.90550736,31.84111602,11.52880497
9,3,2002,10.49850201,16.65595655,26.73662959,31.69200875,13.18012205
8,27,2002,10.66206353,16.63172761,23.14729751,36.95831313,11.4498732
8,20,2002,10.64077318,20.53931326,20.94941014,35.41137799,11.29148847
8,13,2002,9.803149228,21.2823381,20.43835626,35.96902278,11.34062424
8,6,2002,9.894631588,21.37317554,20.38439869,35.84892138,11.27222146
7,30,2002,9.293076707,18.59070629,22.40386436,35.43221916,13.1112817
7,23,2002,9.137657011,18.81702591,11.26972874,40.62534492,18.81976684
7,16,2002,9.786498588,18.07207895,13.96275532,37.66823069,18.95003841
7,9,2002,11.48382495,18.01684027,16.1518155,33.96506856,18.8482951
7,2,2002,11.45896398,16.28946842,18.65158901,34.27945694,17.57491726
6,25,2002,11.73238546,16.25299946,20.04321145,37.20047722,12.99859128
6,18,2002,10.50334585,17.11364225,21.37811002,37.25842368,9.53017914
6,11,2002,13.89963444,15.19044737,22.56754222,35.23967284,8.92215223
6,4,2002,13.98324367,16.85005735,21.87898639,34.19639503,8.878139168
5,28,2002,16.76809777,13.11884541,21.06807559,35.24853344,8.83386772
5,21,2002,10.13729331,12.23959954,23.800532,40.69430472,0
5,14,2002,10.12651944,12.12784275,24.36622193,40.35922006,0
5,7,2002,10.48727482,12.61310809,41.59855434,22.07872427,0
4,30,2002,10.72733593,12.47197024,41.64014271,22.02782008,0
4,23,2002,10.90686108,16.12943729,48.43871033,11.49284252,0
4,16,2002,14.20455498,22.55401818,50.33172894,0,0
4,9,2002,17.49471211,26.56161723,42.76907964,0,0
4,2,2002,19.58971513,29.56140477,37.68706919,0,0
3,26,2002,21.97628862,40.59471757,24.39581122,0,0
3,19,2002,22.70397699,53.65704291,10.38113128,0,0
3,12,2002,17.69859739,56.66080901,12.99722092,0,0
3,5,2002,44.23319486,39.13957567,3.875801345,0,0
2,26,2002,43.86403358,39.06135036,4.296763728,0,0
2,19,2002,41.19490926,38.62582309,4.367945475,0,0
2,12,2002,47.12079146,32.84820369,4.579115403,0,0
2,5,2002,42.6006398,23.24419649,5.833313,0.257503456,0
1,29,2002,43.75434328,18.70614619,6.080955672,0.301000661,0
1,22,2002,44.39482791,17.84046411,6.439703093,0.271422561,0
1,15,2002,41.38916966,17.79082221,6.547174939,0.271422561,0
1,8,2002,31.57810962,17.78773395,7.752327464,0.26272312,0
1,1,2002,25.39659722,17.46089451,7.828458327,4.015122503,0
12,25,2001,24.95182089,18.12608666,8.637189234,4.48868682,0
12,18,2001,26.02744247,18.76735653,9.087569065,5.856901657,0
12,11,2001,27.45502148,17.59119609,8.229599936,7.225511449,0
12,4,2001,28.20593229,16.78150315,8.689852612,7.497327836,0
11,27,2001,26.76434865,15.95692391,8.110610971,11.49240747,0
11,20,2001,26.90612578,19.13056107,7.957533663,11.64314239,0
11,13,2001,26.91764488,18.47485516,8.872945776,11.79103289,0
11,6,2001,26.96597256,18.80639955,8.425794505,11.79103289,0
10,30,2001,23.76493403,17.57199407,8.15785172,11.21686978,0
10,23,2001,20.77627854,14.65220161,8.239456612,11.38786413,0
10,16,2001,21.50885982,13.84663337,8.239456612,11.38786413,0
10,9,2001,20.70048668,14.23462844,7.849721652,11.38786413,0
10,2,2001,20.70048668,14.23931322,7.845036875,11.38786413,0
9,25,2001,20.73772492,14.23462844,7.762253827,11.47533195,0
9,18,2001,21.13840843,14.23462844,7.762253827,11.47533195,0
9,11,2001,21.28250775,13.93710756,7.762253827,11.47533195,0
9,4,2001,12.8484423,7.60615061,5.833584622,11.33602081,0
8,28,2001,12.88100152,7.62528938,5.81618574,11.33602081,0
8,21,2001,11.65452969,7.727077291,5.53829424,10.61699722,0
8,14,2001,13.83953401,7.201965448,6.313062884,9.049139414,0
8,7,2001,15.0692016,7.362035164,6.893149414,8.482891772,0
7,31,2001,14.50884607,7.485567227,6.62780095,8.62523323,0
7,24,2001,14.52798484,7.360295276,7.380358052,7.962625258,0
7,17,2001,13.78414498,7.045375509,7.293363641,7.962625258,0
7,10,2001,14.44194222,7.299371056,6.06875406,7.962625258,0
7,3,2001,34.76389811,4.861564883,8.865222698,8.087972835,0
6,26,2001,29.8036985,7.12049465,14.18939374,0.217842118,0
6,19,2001,32.0734335,9.661960497,7.693757151,0.046847767,0
6,12,2001,17.20914789,14.02145596,3.179516712,0.011711942,0
6,5,2001,14.27642829,11.74420037,2.764735676,0.011711942,0
5,29,2001,11.27695672,7.425907049,2.107584304,0.009369553,0
5,22,2001,11.27695672,8.686619631,0.844529333,0.011711942,0
5,15,2001,11.27695672,8.686619631,0.844529333,0.011711942,0
5,8,2001,12.89913423,7.991739244,0.813118276,0.016396719,0
5,1,2001,12.91849812,7.991739244,0.69365647,0.135858525,0
4,24,2001,12.93937678,7.970860586,0.69365647,0.135858525,0
4,17,2001,13.32665452,7.970860586,0.69365647,0.135858525,0
4,10,2001,11.85374143,7.596078447,0.69365647,0.135858525,0
4,3,2001,16.86706427,4.375790856,0.69365647,0.135858525,0
3,27,2001,17.11740887,1.827597812,0.018739107,0,0
3,20,2001,17.11392909,1.827597812,0.018739107,0,0
3,13,2001,15.78557241,1.197255144,0,0,0
3,6,2001,15.33683798,1.197255144,0,0,0
2,27,2001,15.4546829,1.075485606,0,0,0
2,20,2001,14.97471636,0.833105355,0,0,0
2,13,2001,16.44727641,0.929965342,0,0,0
2,6,2001,17.2121622,0,0,0,0
1,30,2001,13.63022616,0,0,0,0
1,23,2001,14.04716276,1.07177114,0,0,0
1,16,2001,11.9024108,1.07177114,0,0,0
1,9,2001,20.373642,1.07177114,0,0,0
1,2,2001,13.35788204,1.07177114,0,0,0
12,26,2000,6.12692916,1.07177114,0,0,0
12,19,2000,7.041860002,1.204002644,0,0,0
12,12,2000,9.075864793,1.09090991,0,0,0
12,5,2000,9.396028436,1.09090991,0,0,0
11,28,2000,11.94881148,1.09090991,0,0,0
11,21,2000,11.99752835,1.09090991,0,0,0
11,14,2000,11.80293815,1.221401527,0,0,0
11,7,2000,23.31005166,1.221401527,0,0,0
10,31,2000,29.38144348,8.534418664,1.115268345,0,0
10,24,2000,40.47732668,16.89154939,2.427144059,0,0
10,17,2000,36.02208957,14.67878015,5.561862506,0.069595529,0
10,10,2000,38.57189563,20.94178745,7.598791895,0.123532063,0
10,3,2000,37.23559781,22.71046918,7.254716401,0,0
9,26,2000,39.26386922,16.86410012,6.066886088,0,0
9,19,2000,38.44888734,14.71475099,6.197912163,0.034259185,0
9,12,2000,38.04522477,17.47716751,3.435495637,0.034259185,0
9,5,2000,39.16120427,17.52281698,2.302167741,0.007447649,0
8,29,2000,43.36229322,22.30234899,2.360848437,0.007447649,0
8,22,2000,37.86778255,21.22131181,2.482063325,0.005958119,0
8,15,2000,45.61303432,20.18518305,2.651785521,0.005958119,0
8,8,2000,56.96259714,13.770636,0.351529024,0,0
8,1,2000,56.09716358,10.58052414,0.326207018,0,0
7,25,2000,55.40987701,8.582913951,0.326207018,0,0
7,18,2000,50.09398075,7.602135974,0.461754226,0,0
7,11,2000,40.17725034,11.22774853,0.490055292,0.00297906,0
7,4,2000,45.97388018,5.375979755,0.513887768,0.00297906,0
6,27,2000,36.16389634,11.96767666,10.40812907,0,0
6,20,2000,36.5568574,11.107506,7.511309345,2.12440351,0
6,13,2000,28.05434483,10.59067014,7.624402079,2.279253561,0
6,6,2000,15.02522628,10.13285354,7.626141967,2.279253561,0
5,30,2000,8.886004382,8.937123482,7.751413919,2.307091772,0
5,23,2000,10.79747495,9.35176679,7.473031804,0,0
5,16,2000,10.73869408,9.343067349,7.474771692,0,0
5,9,2000,9.299049794,7.925929901,2.820358796,0,0
5,2,2000,9.484890575,7.425279822,2.820358796,0,0
4,25,2000,9.846342843,5.535119155,2.820358796,0,0
4,18,2000,11.77919445,5.535119155,2.820358796,0,0
4,11,2000,9.377133842,6.462367673,2.755982932,0,0
4,4,2000,9.517085734,6.131463086,2.755982932,0,0
3,28,2000,10.79959478,6.152673009,1.872119719,0,0
3,21,2000,13.78270717,7.683121696,2.463681712,0,0
3,14,2000,14.34123169,8.861026017,1.017834605,0,0
3,7,2000,22.56223047,12.39206533,1.017834605,0,0
2,29,2000,26.45248271,13.13138503,1.035233488,0,0
2,22,2000,33.33502634,11.22629931,0.020878659,0,0
2,15,2000,50.538476,11.22629931,0.020878659,0,0
2,8,2000,62.77447729,1.593224267,0.020878659,0,0
2,1,2000,67.46254199,1.593224267,0.020878659,0,0
1,25,2000,75.83504174,0.271422561,0.017398882,0,0
1,18,2000,80.91350314,0.271422561,0.017398882,0,0
1,11,2000,75.40989677,0.271422561,0.017398882,0,0
1,4,2000,33.08880529,0.281861891,0.017398882,0,0
